clave,squad_id,team_slug,seccion_album,equipo,dorsal,posicion,posicion_slug,rol,rol_slug,nombre,apodo,nombre_pila,apellidos,fecha_nacimiento,lugar_nacimiento,pais,altura_cm,peso_kg,internacional,activo,cedido,cedido_fuera,foto_url,foto_grande_url,foto_cuadrada_url,person_id,opta_id,temporada
athletic-club-84254,84254,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,22,Delantero,delantero,Jugador,jugador,Nico Serrano,Nico Serrano,Nico,Serrano,2003-03-05,Pamplona,ES,181,72,false,true,false,false,https://assets.laliga.com/squad/2026/t174/p494929/512x556/p494929_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p494929/1024x1113/p494929_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/p494929/512x512/p494929_t174_2026_0_002_000.jpg,22798,p494929,2026
athletic-club-84251,84251,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,25,Delantero,delantero,Jugador,jugador,Álvaro Djaló Dias-Fernandes,Djalo,Álvaro,Djaló Dias-Fernandes,1999-08-16,Madrid,GW,175,73,false,true,false,false,https://assets.laliga.com/squad/2026/t174/default/512x556/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/1024x1113/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/512x512/default_t174_2026_0_002_000.jpg,30241,p588171,2026
athletic-club-84242,84242,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,28,Delantero,delantero,Jugador,jugador,Peio Canales,Canales,Peio,Canales,2005-01-17,Barrika,ES,175,68,false,true,false,false,https://assets.laliga.com/squad/2026/t174/default/512x556/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/1024x1113/default_t174_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t174/default/512x512/default_t174_2026_0_002_000.jpg,37627,p632023,2026
athletic-club-86872,86872,athletic-club,ATHLETIC CLUB DE BILBAO,Athletic Club,,Segundo entrenador,segundo-entrenador,Segundo entrenador,segundo-entrenador,Sebastian Geppert,Geppert,Sebastian,Geppert,1984-01-11,,DE,,,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/manager_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/manager_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/manager_002.jpeg,17937,man54668,2026
atletico-de-madrid-84305,84305,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,,Entrenador,entrenador,Entrenador,entrenador,Diego Simeone,Simeone,Diego,Simeone,1970-04-28,Buenos Aires,AR,,,false,true,false,false,https://assets.laliga.com/squad/2026/t175/man37905/512x556/man37905_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/man37905/1024x1113/man37905_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/man37905/512x512/man37905_t175_2026_1_002_000.jpg,581,man37905,2026
atletico-de-madrid-84263,84263,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,1,Portero,portero,Jugador,jugador,Juan Musso,J. Musso,Juan,Musso,1994-05-06,San Nicolás de los Arroyos,AR,191,93,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p121537/512x556/p121537_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p121537/1024x1113/p121537_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p121537/512x512/p121537_t175_2026_1_002_000.jpg,17824,p121537,2026
atletico-de-madrid-84264,84264,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,13,Portero,portero,Jugador,jugador,Jan Oblak,Oblak,Jan,Oblak,1993-01-07,Skojfa Loka,SI,188,87,true,true,false,false,https://assets.laliga.com/squad/2026/t175/p81352/512x556/p81352_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p81352/1024x1113/p81352_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p81352/512x512/p81352_t175_2026_1_002_000.jpg,1470,p81352,2026
atletico-de-madrid-84265,84265,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,25,Portero,portero,Jugador,jugador,Salvi Esquivel,Esquivel,Salvi,Esquivel,2005-09-30,Estepona,ES,190,85,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p551321/512x556/p551321_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/p551321/1024x1113/p551321_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/p551321/512x512/p551321_t175_2026_0_002_000.jpg,40922,p551321,2026
atletico-de-madrid-84272,84272,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,17,Defensa,defensa,Jugador,jugador,Dávid Hancko,Hancko,Dávid,Hancko,1997-12-13,Prievidza,SK,188,82,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p235093/512x556/p235093_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p235093/1024x1113/p235093_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p235093/512x512/p235093_t175_2026_1_002_000.jpg,15739,p235093,2026
atletico-de-madrid-84273,84273,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,18,Defensa,defensa,Jugador,jugador,Marc Pubill,Marc Pubill,Marc,Pubill,2003-06-20,Terrassa,ES,190,86,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p562720/512x556/p562720_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p562720/1024x1113/p562720_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p562720/512x512/p562720_t175_2026_1_002_000.jpg,25275,p562720,2026
atletico-de-madrid-86639,86639,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,21,Defensa,defensa,Jugador,jugador,Cristian Romero,Romero,Cristian,Romero,1998-04-27,Córdoba,AR,185,78,false,true,false,false,https://assets.laliga.com/squad/2026/t175/default/512x556/default_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/default/1024x1113/default_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/default/512x512/default_t175_2026_0_002_000.jpg,15204,p221632,2026
atletico-de-madrid-84268,84268,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,22,Defensa,defensa,Jugador,jugador,Alejandro Grimaldo,Grimaldo,Alejandro,Grimaldo,1995-09-20,Valencia,ES,171,63,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p106004/512x556/p106004_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p106004/1024x1113/p106004_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p106004/512x512/p106004_t175_2026_1_002_000.jpg,526,p106004,2026
atletico-de-madrid-84274,84274,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,24,Defensa,defensa,Jugador,jugador,Robin Le Normand,Le Normand,Robin,Le Normand,1996-11-11,Pabu,ES,187,80,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p224919/512x556/p224919_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p224919/1024x1113/p224919_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p224919/512x512/p224919_t175_2026_1_002_000.jpg,9468,p224919,2026
atletico-de-madrid-86175,86175,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,27,Defensa,defensa,Jugador,jugador,Jorge Domínguez,Domínguez,Jorge,Domínguez,2009-12-21,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p710911/512x556/p710911_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p710911/1024x1113/p710911_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p710911/512x512/p710911_t175_2026_1_002_000.jpg,47068,p710911,2026
atletico-de-madrid-84289,84289,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,3,Centrocampista,centrocampista,Jugador,jugador,Obed Vargas,Obed Vargas,Obed,Vargas,2005-08-05,Anchorage,MX,175,68,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p502868/512x556/p502868_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/p502868/1024x1113/p502868_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/p502868/512x512/p502868_t175_2026_0_002_000.jpg,40426,p502868,2026
atletico-de-madrid-84281,84281,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,4,Centrocampista,centrocampista,Jugador,jugador,Rodrigo Mendoza,Mendoza,Rodrigo,Mendoza,2005-03-15,Murcia,ES,182,72,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p578538/512x556/p578538_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p578538/1024x1113/p578538_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p578538/512x512/p578538_t175_2026_1_002_000.jpg,30818,p578538,2026
atletico-de-madrid-84282,84282,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,5,Centrocampista,centrocampista,Jugador,jugador,Johnny Cardoso,Johnny,Johnny,Cardoso,2001-09-20,Denville,US,186,78,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p488662/512x556/p488662_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p488662/1024x1113/p488662_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p488662/512x512/p488662_t175_2026_1_002_000.jpg,30522,p488662,2026
atletico-de-madrid-84283,84283,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,6,Centrocampista,centrocampista,Jugador,jugador,Jorge Resurrección Merodio,Koke,Jorge,Resurrección Merodio,1992-01-08,Madrid,ES,176,77,true,true,false,false,https://assets.laliga.com/squad/2026/t175/p77390/512x556/p77390_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p77390/1024x1113/p77390_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p77390/512x512/p77390_t175_2026_1_002_000.jpg,571,p77390,2026
atletico-de-madrid-86054,86054,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,7,Centrocampista,centrocampista,Jugador,jugador,Kang-In Lee,Kang In,Kang-In,Lee,2001-02-19,Incheon,KR,173,66,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p451358/512x556/p451358_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p451358/1024x1113/p451358_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p451358/512x512/p451358_t175_2026_1_002_000.jpg,9361,p451358,2026
atletico-de-madrid-84284,84284,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,8,Centrocampista,centrocampista,Jugador,jugador,Pablo Barrios,Barrios,Pablo,Barrios,2003-06-15,Madrid,ES,183,75,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p503523/512x556/p503523_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p503523/1024x1113/p503523_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p503523/512x512/p503523_t175_2026_1_002_000.jpg,25683,p503523,2026
atletico-de-madrid-84285,84285,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,10,Centrocampista,centrocampista,Jugador,jugador,Álex Baena,Álex B.,Álex,Baena,2001-07-20,Roquetas de Mar,ES,175,70,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p248501/512x556/p248501_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p248501/1024x1113/p248501_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p248501/512x512/p248501_t175_2026_1_002_000.jpg,13963,p248501,2026
atletico-de-madrid-84296,84296,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,12,Centrocampista,centrocampista,Jugador,jugador,Carlos Martín,Carlos M.,Carlos,Martín,2002-04-22,Madrid,ES,184,73,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p531219/512x556/p531219_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p531219/1024x1113/p531219_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p531219/512x512/p531219_t175_2026_1_002_000.jpg,22855,p531219,2026
atletico-de-madrid-84288,84288,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,14,Centrocampista,centrocampista,Jugador,jugador,Marcos Llorente,M. Llorente,Marcos,Llorente,1995-01-30,Madrid,ES,183,74,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p192364/512x556/p192364_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p192364/1024x1113/p192364_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p192364/512x512/p192364_t175_2026_1_002_000.jpg,1700,p192364,2026
atletico-de-madrid-86179,86179,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,16,Centrocampista,centrocampista,Jugador,jugador,Arnau Ortiz,Arnau Ortiz,Arnau,Ortiz,2001-10-29,,ES,175,71,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p552095/512x556/p552095_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p552095/1024x1113/p552095_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p552095/512x512/p552095_t175_2026_1_002_000.jpg,24044,p552095,2026
atletico-de-madrid-85697,85697,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,23,Centrocampista,centrocampista,Jugador,jugador,Morten Hjulmand,Hjulmand,Morten,Hjulmand,1999-06-25,Kastrup,DK,185,73,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p454812/512x556/p454812_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p454812/1024x1113/p454812_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p454812/512x512/p454812_t175_2026_1_002_000.jpg,27042,p454812,2026
atletico-de-madrid-86178,86178,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,46,Centrocampista,centrocampista,Jugador,jugador,Jorge Castillo,Castillo,Jorge,Castillo,2006-05-23,,ES,180,,false,true,false,false,https://assets.laliga.com/squad/2026/t175/default/512x556/default_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/default/1024x1113/default_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/default/512x512/default_t175_2026_0_002_000.jpg,43243,p593184,2026
atletico-de-madrid-84295,84295,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,9,Delantero,delantero,Jugador,jugador,Alexander Sørloth,Sørloth,Alexander,Sørloth,1995-12-05,Trondheim,NO,195,94,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p143877/512x556/p143877_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p143877/1024x1113/p143877_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p143877/512x512/p143877_t175_2026_1_002_000.jpg,12902,p143877,2026
atletico-de-madrid-84299,84299,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,11,Delantero,delantero,Jugador,jugador,Ademola Lookman,Lookman,Ademola,Lookman,1997-10-20,London,NG,174,71,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p219352/512x556/p219352_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p219352/1024x1113/p219352_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p219352/512x512/p219352_t175_2026_1_002_000.jpg,7013,p219352,2026
atletico-de-madrid-87093,87093,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,15,Delantero,delantero,Jugador,jugador,Jonathan David,J.david,Jonathan,David,2000-01-14,New York,CA,178,81,false,true,true,false,https://assets.laliga.com/squad/2026/t175/default/512x556/default_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/default/1024x1113/default_t175_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t175/default/512x512/default_t175_2026_0_002_000.jpg,13016,p421821,2026
atletico-de-madrid-84297,84297,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,19,Delantero,delantero,Jugador,jugador,Julián Alvarez,J.alvarez,Julián,Alvarez,2000-01-31,Calchín,AR,170,71,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p461358/512x556/p461358_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p461358/1024x1113/p461358_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p461358/512x512/p461358_t175_2026_1_002_000.jpg,9589,p461358,2026
atletico-de-madrid-84298,84298,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,20,Delantero,delantero,Jugador,jugador,Giuliano Simeone,Giuliano,Giuliano,Simeone,2002-12-18,Roma,AR,173,75,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p482652/512x556/p482652_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p482652/1024x1113/p482652_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p482652/512x512/p482652_t175_2026_1_002_000.jpg,22856,p482652,2026
atletico-de-madrid-84303,84303,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,29,Delantero,delantero,Jugador,jugador,Miguel Llorente Cubo,Cubo,Miguel,Llorente Cubo,2008-02-08,,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t175/p709993/512x556/p709993_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p709993/1024x1113/p709993_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/p709993/512x512/p709993_t175_2026_1_002_000.jpg,45841,p709993,2026
atletico-de-madrid-86117,86117,atletico-de-madrid,ATLÉTICO DE MADRID,Atlético de Madrid,,Segundo entrenador,segundo-entrenador,Segundo entrenador,segundo-entrenador,Gabriel Fernández Arenas,Gabi,Gabriel,Fernández Arenas,1983-07-10,Madrid,ES,,,false,true,false,false,https://assets.laliga.com/squad/2026/t175/man65568/512x556/man65568_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/man65568/1024x1113/man65568_t175_2026_1_001_000.png,https://assets.laliga.com/squad/2026/t175/man65568/512x512/man65568_t175_2026_1_002_000.jpg,40230,man65568,2026
fc-barcelona-84339,84339,fc-barcelona,FC BARCELONA,FC Barcelona,,Entrenador,entrenador,Entrenador,entrenador,Hansi Flick,Hansi Flick,Hansi,Flick,1965-02-24,Heidelberg,DE,,,false,true,false,false,https://assets.laliga.com/squad/2026/t178/man52340/512x556/man52340_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/man52340/1024x1113/man52340_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/man52340/512x512/man52340_t178_2026_0_002_000.jpg,13240,man52340,2026
fc-barcelona-84308,84308,fc-barcelona,FC BARCELONA,FC Barcelona,1,Portero,portero,Jugador,jugador,Joan García,Joan Garcia,Joan,García,2001-05-04,Sallent,ES,193,85,false,true,false,false,https://assets.laliga.com/squad/2026/t178/p449928/512x556/p449928_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/p449928/1024x1113/p449928_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/p449928/512x512/p449928_t178_2026_0_002_000.jpg,15102,p449928,2026
fc-barcelona-84309,84309,fc-barcelona,FC BARCELONA,FC Barcelona,13,Portero,portero,Jugador,jugador,Wojciech Szczesny,Szczesny,Wojciech,Szczesny,1990-04-18,Warszawa,PL,195,90,false,true,false,false,https://assets.laliga.com/squad/2026/t178/p59936/512x556/p59936_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/p59936/1024x1113/p59936_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/p59936/512x512/p59936_t178_2026_0_002_000.jpg,2162,p59936,2026
fc-barcelona-86901,86901,fc-barcelona,FC BARCELONA,FC Barcelona,25,Portero,portero,Jugador,jugador,Dominik Livakovic,Livakovic,Dominik,Livakovic,1995-01-09,Zadar,HR,188,79,false,true,false,false,https://assets.laliga.com/assets/useful/default-player/512x556/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/1024x1113/male_1_001.png,https://assets.laliga.com/assets/useful/default-player/512x512/male_1_002.jpeg,4882,p198534,2026
fc-barcelona-84310,84310,fc-barcelona,FC BARCELONA,FC Barcelona,31,Portero,portero,Jugador,jugador,Eder Aller,Eder Aller,Eder,Aller,2007-04-04,León,ES,194,75,false,true,false,false,https://assets.laliga.com/squad/2026/t178/p669936/512x556/p669936_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/p669936/1024x1113/p669936_t178_2026_0_001_000.png,https://assets.laliga.com/squad/2026/t178/p669936/512x512/p669936_t178_2026_0_002_000.jpg,43009,p669936,2026
